article_frequency,transcript_frequency,emotion_differences,average_difference
"{'fear': 0.09090909090909091, 'anger': 0.07792207792207792, 'trust': 0.06493506493506493, 'surprise': 0.03896103896103896, 'positive': 0.16883116883116883, 'negative': 0.12987012987012986, 'sadness': 0.06493506493506493, 'disgust': 0.1038961038961039, 'joy': 0.11688311688311688, 'anticipation': 0.14285714285714285}","{'fear': 0.03292361720807726, 'anger': 0.03424056189640035, 'trust': 0.17339771729587358, 'surprise': 0.0733099209833187, 'positive': 0.2647058823529412, 'negative': 0.06277436347673397, 'sadness': 0.041264266900790166, 'disgust': 0.023266022827041263, 'joy': 0.13520632133450394, 'anticipation': 0.15891132572431957}","{'positive': 0.09587471352177235, 'negative': 0.06709576639339589, 'anticipation': 0.01605418286717672, 'joy': 0.018323204451387062, 'fear': 0.05798547370101365, 'trust': 0.10846265236080865, 'sadness': 0.023670798034274763, 'disgust': 0.08063008106906264, 'surprise': 0.034348882022279745, 'anger': 0.04368151602567757}",0.054612727044684894
"{'fear': 0.03409090909090909, 'anger': 0.056818181818181816, 'trust': 0.2159090909090909, 'surprise': 0.07954545454545454, 'positive': 0.17045454545454544, 'negative': 0.10227272727272728, 'sadness': 0.06818181818181818, 'disgust': 0.0, 'joy': 0.125, 'anticipation': 0.14772727272727273}","{'fear': 0.06363636363636363, 'anger': 0.05714285714285714, 'trust': 0.15324675324675324, 'surprise': 0.06363636363636363, 'positive': 0.24155844155844156, 'negative': 0.07922077922077922, 'sadness': 0.04285714285714286, 'disgust': 0.032467532467532464, 'joy': 0.11168831168831168, 'anticipation': 0.15454545454545454}","{'positive': 0.07110389610389611, 'negative': 0.02305194805194806, 'anticipation': 0.006818181818181807, 'joy': 0.013311688311688316, 'fear': 0.02954545454545454, 'trust': 0.06266233766233767, 'sadness': 0.02532467532467532, 'disgust': 0.032467532467532464, 'surprise': 0.015909090909090914, 'anger': 0.0003246753246753248}",0.028051948051948057
"{'fear': 0.008695652173913044, 'anger': 0.0, 'trust': 0.17391304347826086, 'surprise': 0.043478260869565216, 'positive': 0.3217391304347826, 'negative': 0.034782608695652174, 'sadness': 0.017391304347826087, 'disgust': 0.008695652173913044, 'joy': 0.17391304347826086, 'anticipation': 0.21739130434782608}","{'fear': 0.0374384236453202, 'anger': 0.022660098522167486, 'trust': 0.20689655172413793, 'surprise': 0.04827586206896552, 'positive': 0.31724137931034485, 'negative': 0.053201970443349754, 'sadness': 0.019704433497536946, 'disgust': 0.012807881773399015, 'joy': 0.13004926108374384, 'anticipation': 0.15172413793103448}","{'positive': 0.004497751124437732, 'negative': 0.01841936174769758, 'anticipation': 0.0656671664167916, 'joy': 0.04386378239451702, 'fear': 0.028742771471407157, 'trust': 0.03298350824587706, 'sadness': 0.002313129149710859, 'disgust': 0.0041122295994859715, 'surprise': 0.0047976011994003, 'anger': 0.022660098522167486}",0.022805739987149277
"{'fear': 0.06206896551724138, 'anger': 0.08275862068965517, 'trust': 0.15172413793103448, 'surprise': 0.04827586206896552, 'positive': 0.2206896551724138, 'negative': 0.14482758620689656, 'sadness': 0.04827586206896552, 'disgust': 0.034482758620689655, 'joy': 0.06206896551724138, 'anticipation': 0.14482758620689656}","{'fear': 0.041604754829123326, 'anger': 0.04309063893016345, 'trust': 0.1649331352154532, 'surprise': 0.07578008915304606, 'positive': 0.27191679049034173, 'negative': 0.08469539375928678, 'sadness': 0.031203566121842496, 'disgust': 0.022288261515601784, 'joy': 0.1025260029717682, 'anticipation': 0.16196136701337296}","{'positive': 0.05122713531792794, 'negative': 0.060132192447609784, 'anticipation': 0.0171337808064764, 'joy': 0.04045703745452682, 'fear': 0.020464210688118052, 'trust': 0.013208997284418711, 'sadness': 0.01707229594712302, 'disgust': 0.012194497105087871, 'surprise': 0.02750422708408054, 'anger': 0.039667981759491724}",0.029906235589486085
"{'fear': 0.06134969325153374, 'anger': 0.05521472392638037, 'trust': 0.1411042944785276, 'surprise': 0.03067484662576687, 'positive': 0.2822085889570552, 'negative': 0.10429447852760736, 'sadness': 0.05521472392638037, 'disgust': 0.012269938650306749, 'joy': 0.11042944785276074, 'anticipation': 0.147239263803681}","{'fear': 0.0784313725490196, 'anger': 0.06162464985994398, 'trust': 0.19047619047619047, 'surprise': 0.05042016806722689, 'positive': 0.22969187675070027, 'negative': 0.10644257703081232, 'sadness': 0.06722689075630252, 'disgust': 0.022408963585434174, 'joy': 0.07282913165266107, 'anticipation': 0.12044817927170869}","{'positive': 0.052516712206354926, 'negative': 0.002148098503204965, 'anticipation': 0.026791084531972306, 'joy': 0.03760031620009967, 'fear': 0.017081679297485865, 'trust': 0.04937189599766287, 'sadness': 0.01201216682992215, 'disgust': 0.010139024935127425, 'surprise': 0.01974532144146002, 'anger': 0.006409925933563612}",0.02338162258768538
"{'fear': 0.10526315789473684, 'anger': 0.05263157894736842, 'trust': 0.05263157894736842, 'surprise': 0.07894736842105263, 'positive': 0.23684210526315788, 'negative': 0.10526315789473684, 'sadness': 0.02631578947368421, 'disgust': 0.0, 'joy': 0.18421052631578946, 'anticipation': 0.15789473684210525}","{'fear': 0.06493506493506493, 'anger': 0.06926406926406926, 'trust': 0.13636363636363635, 'surprise': 0.04112554112554113, 'positive': 0.23809523809523808, 'negative': 0.09307359307359307, 'sadness': 0.05194805194805195, 'disgust': 0.021645021645021644, 'joy': 0.10606060606060606, 'anticipation': 0.1774891774891775}","{'positive': 0.0012531328320802004, 'negative': 0.012189564821143764, 'anticipation': 0.019594440647072248, 'joy': 0.0781499202551834, 'fear': 0.04032809295967191, 'trust': 0.08373205741626794, 'sadness': 0.025632262474367742, 'disgust': 0.021645021645021644, 'surprise': 0.0378218272955115, 'anger': 0.016632490316700846}",0.033697881066302116
"{'fear': 0.04455445544554455, 'anger': 0.08415841584158416, 'trust': 0.1485148514851485, 'surprise': 0.06930693069306931, 'positive': 0.21782178217821782, 'negative': 0.11386138613861387, 'sadness': 0.0297029702970297, 'disgust': 0.019801980198019802, 'joy': 0.09405940594059406, 'anticipation': 0.1782178217821782}","{'fear': 0.06201550387596899, 'anger': 0.05167958656330749, 'trust': 0.17829457364341086, 'surprise': 0.07751937984496124, 'positive': 0.2248062015503876, 'negative': 0.06718346253229975, 'sadness': 0.031007751937984496, 'disgust': 0.028423772609819122, 'joy': 0.12144702842377261, 'anticipation': 0.15762273901808785}","{'positive': 0.006984419372169787, 'negative': 0.04667792360631412, 'anticipation': 0.02059508276409036, 'joy': 0.027387622483178553, 'fear': 0.01746104843042444, 'trust': 0.029779722158262356, 'sadness': 0.001304781640954794, 'disgust': 0.00862179241179932, 'surprise': 0.008212449151891926, 'anger': 0.03247882927827667}",0.019950367129736232
"{'fear': 0.06451612903225806, 'anger': 0.04838709677419355, 'trust': 0.1935483870967742, 'surprise': 0.08064516129032258, 'positive': 0.22580645161290322, 'negative': 0.08064516129032258, 'sadness': 0.03225806451612903, 'disgust': 0.0, 'joy': 0.11290322580645161, 'anticipation': 0.16129032258064516}","{'fear': 0.04005524861878453, 'anger': 0.029005524861878452, 'trust': 0.19475138121546962, 'surprise': 0.07734806629834254, 'positive': 0.27624309392265195, 'negative': 0.04834254143646409, 'sadness': 0.026243093922651933, 'disgust': 0.017955801104972375, 'joy': 0.13259668508287292, 'anticipation': 0.1574585635359116}","{'positive': 0.05043664230974873, 'negative': 0.03230261985385849, 'anticipation': 0.003831759044733568, 'joy': 0.019693459276421313, 'fear': 0.02446088041347353, 'trust': 0.0012029941186954274, 'sadness': 0.006014970593477099, 'disgust': 0.017955801104972375, 'surprise': 0.00329709499198004, 'anger': 0.019381571912315095}",0.017857779361967568
"{'fear': 0.1079136690647482, 'anger': 0.11510791366906475, 'trust': 0.10071942446043165, 'surprise': 0.03597122302158273, 'positive': 0.16546762589928057, 'negative': 0.1366906474820144, 'sadness': 0.07194244604316546, 'disgust': 0.04316546762589928, 'joy': 0.05755395683453238, 'anticipation': 0.16546762589928057}","{'fear': 0.09193548387096774, 'anger': 0.07580645161290323, 'trust': 0.12741935483870967, 'surprise': 0.06612903225806452, 'positive': 0.19032258064516128, 'negative': 0.11612903225806452, 'sadness': 0.07096774193548387, 'disgust': 0.03064516129032258, 'joy': 0.08709677419354839, 'anticipation': 0.1435483870967742}","{'positive': 0.024854954745880703, 'negative': 0.020561615223949878, 'anticipation': 0.021919238802506374, 'joy': 0.02954281735901601, 'fear': 0.015978185193780456, 'trust': 0.026699930378278017, 'sadness': 0.0009747041076815927, 'disgust': 0.012520306335576704, 'surprise': 0.030157809236481786, 'anger': 0.03930146205616153}",0.022251102343931302
"{'fear': 0.03550295857988166, 'anger': 0.047337278106508875, 'trust': 0.17751479289940827, 'surprise': 0.04142011834319527, 'positive': 0.21301775147928995, 'negative': 0.13609467455621302, 'sadness': 0.0650887573964497, 'disgust': 0.01775147928994083, 'joy': 0.11242603550295859, 'anticipation': 0.15384615384615385}","{'fear': 0.031407035175879394, 'anger': 0.04020100502512563, 'trust': 0.18216080402010051, 'surprise': 0.0829145728643216, 'positive': 0.23366834170854273, 'negative': 0.08165829145728644, 'sadness': 0.0364321608040201, 'disgust': 0.016331658291457288, 'joy': 0.13316582914572864, 'anticipation': 0.1620603015075377}","{'positive': 0.02065059022925278, 'negative': 0.05443638309892658, 'anticipation': 0.008214147661383842, 'joy': 0.020739793642770052, 'fear': 0.0040959234040022635, 'trust': 0.004646011120692239, 'sadness': 0.028656596592429605, 'disgust': 0.001419820998483541, 'surprise': 0.04149445452112634, 'anger': 0.007136273081383246}",0.01914899943504505
"{'fear': 0.13218390804597702, 'anger': 0.09195402298850575, 'trust': 0.1781609195402299, 'surprise': 0.05747126436781609, 'positive': 0.1839080459770115, 'negative': 0.11494252873563218, 'sadness': 0.040229885057471264, 'disgust': 0.011494252873563218, 'joy': 0.07471264367816093, 'anticipation': 0.11494252873563218}","{'fear': 0.07124681933842239, 'anger': 0.05725190839694656, 'trust': 0.1450381679389313, 'surprise': 0.05597964376590331, 'positive': 0.25699745547073793, 'negative': 0.062340966921119595, 'sadness': 0.03307888040712468, 'disgust': 0.031806615776081425, 'joy': 0.12340966921119594, 'anticipation': 0.1628498727735369}","{'positive': 0.07308940949372644, 'negative': 0.05260156181451259, 'anticipation': 0.047907344037904726, 'joy': 0.04869702553303501, 'fear': 0.060937088707554626, 'trust': 0.0331227516012986, 'sadness': 0.007151004650346585, 'disgust': 0.020312362902518206, 'surprise': 0.0014916206019127826, 'anger': 0.03470211459155918}",0.03800122839343687
"{'fear': 0.11504424778761062, 'anger': 0.09734513274336283, 'trust': 0.18584070796460178, 'surprise': 0.030973451327433628, 'positive': 0.1902654867256637, 'negative': 0.07964601769911504, 'sadness': 0.07079646017699115, 'disgust': 0.05309734513274336, 'joy': 0.03982300884955752, 'anticipation': 0.13716814159292035}","{'fear': 0.06497622820919176, 'anger': 0.05071315372424723, 'trust': 0.19334389857369255, 'surprise': 0.06656101426307448, 'positive': 0.2519809825673534, 'negative': 0.07131537242472266, 'sadness': 0.039619651347068144, 'disgust': 0.02694136291600634, 'joy': 0.08716323296354993, 'anticipation': 0.1473851030110935}","{'positive': 0.0617154958416897, 'negative': 0.008330645274392381, 'anticipation': 0.01021696141817316, 'joy': 0.047340224113992406, 'fear': 0.05006801957841886, 'trust': 0.007503190609090771, 'sadness': 0.031176808829923006, 'disgust': 0.026155982216737022, 'surprise': 0.03558756293564085, 'anger': 0.0466319790191156}",0.03247268698371737
"{'fear': 0.07526881720430108, 'anger': 0.08602150537634409, 'trust': 0.1827956989247312, 'surprise': 0.053763440860215055, 'positive': 0.1827956989247312, 'negative': 0.13978494623655913, 'sadness': 0.06451612903225806, 'disgust': 0.043010752688172046, 'joy': 0.053763440860215055, 'anticipation': 0.11827956989247312}","{'fear': 0.0343558282208589, 'anger': 0.026993865030674847, 'trust': 0.17177914110429449, 'surprise': 0.06012269938650307, 'positive': 0.32515337423312884, 'negative': 0.05644171779141104, 'sadness': 0.03190184049079755, 'disgust': 0.018404907975460124, 'joy': 0.1067484662576687, 'anticipation': 0.16809815950920245}","{'positive': 0.14235767530839766, 'negative': 0.08334322844514808, 'anticipation': 0.04981858961672933, 'joy': 0.05298502539745365, 'fear': 0.04091298898344218, 'trust': 0.011016557820436701, 'sadness': 0.032614288541460514, 'disgust': 0.024605844712711922, 'surprise': 0.006359258526288013, 'anger': 0.05902764034566925}",0.05030410976977373
"{'fear': 0.13432835820895522, 'anger': 0.08955223880597014, 'trust': 0.11940298507462686, 'surprise': 0.04477611940298507, 'positive': 0.2537313432835821, 'negative': 0.05970149253731343, 'sadness': 0.029850746268656716, 'disgust': 0.0, 'joy': 0.1044776119402985, 'anticipation': 0.16417910447761194}","{'fear': 0.05994897959183673, 'anger': 0.05994897959183673, 'trust': 0.14795918367346939, 'surprise': 0.04974489795918367, 'positive': 0.27168367346938777, 'negative': 0.06505102040816327, 'sadness': 0.02806122448979592, 'disgust': 0.016581632653061226, 'joy': 0.1326530612244898, 'anticipation': 0.1683673469387755}","{'positive': 0.017952330185805665, 'negative': 0.0053495278708498364, 'anticipation': 0.0041882424611635605, 'joy': 0.0281754492841913, 'fear': 0.07437937861711849, 'trust': 0.028556198598842522, 'sadness': 0.0017895217788607976, 'disgust': 0.016581632653061226, 'surprise': 0.004968778556198601, 'anger': 0.029603259214133412}",0.021154431922022536
"{'fear': 0.059602649006622516, 'anger': 0.07947019867549669, 'trust': 0.17880794701986755, 'surprise': 0.039735099337748346, 'positive': 0.2052980132450331, 'negative': 0.11920529801324503, 'sadness': 0.06622516556291391, 'disgust': 0.026490066225165563, 'joy': 0.09933774834437085, 'anticipation': 0.12582781456953643}","{'fear': 0.05066079295154185, 'anger': 0.04185022026431718, 'trust': 0.17180616740088106, 'surprise': 0.0671806167400881, 'positive': 0.2488986784140969, 'negative': 0.07488986784140969, 'sadness': 0.039647577092511016, 'disgust': 0.02643171806167401, 'joy': 0.13105726872246695, 'anticipation': 0.14757709251101322}","{'positive': 0.0436006651690638, 'negative': 0.04431543017183534, 'anticipation': 0.021749277941476797, 'joy': 0.0317195203780961, 'fear': 0.008941856055080667, 'trust': 0.007001779618986487, 'sadness': 0.026577588470402896, 'disgust': 5.834816349155336e-05, 'surprise': 0.027445517402339754, 'anger': 0.03761997841117951}",0.02490299617819529
"{'fear': 0.06060606060606061, 'anger': 0.030303030303030304, 'trust': 0.21212121212121213, 'surprise': 0.03636363636363636, 'positive': 0.23636363636363636, 'negative': 0.10909090909090909, 'sadness': 0.07272727272727272, 'disgust': 0.04242424242424243, 'joy': 0.09090909090909091, 'anticipation': 0.10909090909090909}","{'fear': 0.0784313725490196, 'anger': 0.06162464985994398, 'trust': 0.19047619047619047, 'surprise': 0.05042016806722689, 'positive': 0.22969187675070027, 'negative': 0.10644257703081232, 'sadness': 0.06722689075630252, 'disgust': 0.022408963585434174, 'joy': 0.07282913165266107, 'anticipation': 0.12044817927170869}","{'positive': 0.00667175961293609, 'negative': 0.002648332060096764, 'anticipation': 0.0113572701807996, 'joy': 0.018079959256429842, 'fear': 0.017825311942959, 'trust': 0.02164502164502166, 'sadness': 0.005500381970970206, 'disgust': 0.020015278838808253, 'surprise': 0.01405653170359053, 'anger': 0.03132161955691368}",0.014912146676852561
"{'fear': 0.08396946564885496, 'anger': 0.09923664122137404, 'trust': 0.1450381679389313, 'surprise': 0.04580152671755725, 'positive': 0.22137404580152673, 'negative': 0.1450381679389313, 'sadness': 0.04580152671755725, 'disgust': 0.05343511450381679, 'joy': 0.06870229007633588, 'anticipation': 0.0916030534351145}","{'fear': 0.06272189349112427, 'anger': 0.05798816568047337, 'trust': 0.15266272189349112, 'surprise': 0.05562130177514793, 'positive': 0.293491124260355, 'negative': 0.0757396449704142, 'sadness': 0.028402366863905324, 'disgust': 0.01775147928994083, 'joy': 0.1076923076923077, 'anticipation': 0.14792899408284024}","{'positive': 0.07211707845882828, 'negative': 0.06929852296851709, 'anticipation': 0.05632594064772574, 'joy': 0.03899001761597182, 'fear': 0.021247572157730696, 'trust': 0.007624553954559826, 'sadness': 0.017399159853651928, 'disgust': 0.035683635213875964, 'surprise': 0.009819775057590678, 'anger': 0.04124847554090067}",0.03697547314693527
"{'fear': 0.04678362573099415, 'anger': 0.029239766081871343, 'trust': 0.21637426900584794, 'surprise': 0.04678362573099415, 'positive': 0.2807017543859649, 'negative': 0.06432748538011696, 'sadness': 0.04093567251461988, 'disgust': 0.023391812865497075, 'joy': 0.09941520467836257, 'anticipation': 0.15204678362573099}","{'fear': 0.04005524861878453, 'anger': 0.029005524861878452, 'trust': 0.19475138121546962, 'surprise': 0.07734806629834254, 'positive': 0.27624309392265195, 'negative': 0.04834254143646409, 'sadness': 0.026243093922651933, 'disgust': 0.017955801104972375, 'joy': 0.13259668508287292, 'anticipation': 0.1574585635359116}","{'positive': 0.004458660463312947, 'negative': 0.015984943943652866, 'anticipation': 0.005411779910180603, 'joy': 0.033181480404510355, 'fear': 0.006728377112209617, 'trust': 0.021622887790378326, 'sadness': 0.014692578591967948, 'disgust': 0.0054360117605247, 'surprise': 0.03056444056734839, 'anger': 0.00023424121999289158}",0.013831540176407864
"{'fear': 0.047619047619047616, 'anger': 0.015873015873015872, 'trust': 0.15873015873015872, 'surprise': 0.06349206349206349, 'positive': 0.3492063492063492, 'negative': 0.047619047619047616, 'sadness': 0.015873015873015872, 'disgust': 0.0, 'joy': 0.1111111111111111, 'anticipation': 0.19047619047619047}","{'fear': 0.026344676180021953, 'anger': 0.015367727771679473, 'trust': 0.20087815587266739, 'surprise': 0.036223929747530186, 'positive': 0.3600439077936334, 'negative': 0.042810098792535674, 'sadness': 0.014270032930845226, 'disgust': 0.008781558726673985, 'joy': 0.12843029637760703, 'anticipation': 0.1668496158068057}","{'positive': 0.01083755858728419, 'negative': 0.004808948826511943, 'anticipation': 0.023626574669384753, 'joy': 0.017319185266495923, 'fear': 0.021274371439025663, 'trust': 0.042147997142508664, 'sadness': 0.0016029829421706464, 'disgust': 0.008781558726673985, 'surprise': 0.027268133744533303, 'anger': 0.0005052881013363989}",0.01581725994459255
"{'fear': 0.037383177570093455, 'anger': 0.04672897196261682, 'trust': 0.11214953271028037, 'surprise': 0.102803738317757, 'positive': 0.29906542056074764, 'negative': 0.09345794392523364, 'sadness': 0.037383177570093455, 'disgust': 0.009345794392523364, 'joy': 0.12149532710280374, 'anticipation': 0.14018691588785046}","{'fear': 0.056818181818181816, 'anger': 0.03787878787878788, 'trust': 0.12121212121212122, 'surprise': 0.05303030303030303, 'positive': 0.23863636363636365, 'negative': 0.11742424242424243, 'sadness': 0.08333333333333333, 'disgust': 0.030303030303030304, 'joy': 0.11363636363636363, 'anticipation': 0.14772727272727273}","{'positive': 0.060429056924383995, 'negative': 0.02396629849900879, 'anticipation': 0.00754035683942228, 'joy': 0.007858963466440105, 'fear': 0.01943500424808836, 'trust': 0.009062588501840843, 'sadness': 0.045950155763239874, 'disgust': 0.02095723591050694, 'surprise': 0.049773435287453975, 'anger': 0.00885018408382894}",0.025382327952421412
"{'fear': 0.03614457831325301, 'anger': 0.03614457831325301, 'trust': 0.1566265060240964, 'surprise': 0.07228915662650602, 'positive': 0.25301204819277107, 'negative': 0.060240963855421686, 'sadness': 0.024096385542168676, 'disgust': 0.012048192771084338, 'joy': 0.13253012048192772, 'anticipation': 0.21686746987951808}","{'fear': 0.05066079295154185, 'anger': 0.04185022026431718, 'trust': 0.17180616740088106, 'surprise': 0.0671806167400881, 'positive': 0.2488986784140969, 'negative': 0.07488986784140969, 'sadness': 0.039647577092511016, 'disgust': 0.02643171806167401, 'joy': 0.13105726872246695, 'anticipation': 0.14757709251101322}","{'positive': 0.0041133697786741585, 'negative': 0.014648903985988004, 'anticipation': 0.06929037736850485, 'joy': 0.0014728517594607693, 'fear': 0.014516214638288838, 'trust': 0.01517966137678467, 'sadness': 0.01555119155034234, 'disgust': 0.014383525290589672, 'surprise': 0.0051085398864179205, 'anger': 0.005705641951064169}",0.01599702775861154
"{'fear': 0.05732484076433121, 'anger': 0.050955414012738856, 'trust': 0.11464968152866242, 'surprise': 0.05732484076433121, 'positive': 0.27388535031847133, 'negative': 0.12738853503184713, 'sadness': 0.05732484076433121, 'disgust': 0.03184713375796178, 'joy': 0.07006369426751592, 'anticipation': 0.1592356687898089}","{'fear': 0.07086614173228346, 'anger': 0.06036745406824147, 'trust': 0.15748031496062992, 'surprise': 0.05774278215223097, 'positive': 0.2047244094488189, 'negative': 0.11286089238845144, 'sadness': 0.06036745406824147, 'disgust': 0.013123359580052493, 'joy': 0.09186351706036745, 'anticipation': 0.17060367454068243}","{'positive': 0.06916094086965244, 'negative': 0.014527642643395691, 'anticipation': 0.011368005750873517, 'joy': 0.02179982279285153, 'fear': 0.013541300967952252, 'trust': 0.042830633431967496, 'sadness': 0.0030426133039102576, 'disgust': 0.01872377417790929, 'surprise': 0.000417941387899759, 'anger': 0.009412040055502613}",0.020482471538191483
"{'fear': 0.05370843989769821, 'anger': 0.05370843989769821, 'trust': 0.16624040920716113, 'surprise': 0.04092071611253197, 'positive': 0.2864450127877238, 'negative': 0.10230179028132992, 'sadness': 0.04603580562659847, 'disgust': 0.030690537084398978, 'joy': 0.08184143222506395, 'anticipation': 0.13810741687979539}","{'fear': 0.03363914373088685, 'anger': 0.04281345565749235, 'trust': 0.1926605504587156, 'surprise': 0.0672782874617737, 'positive': 0.25688073394495414, 'negative': 0.0856269113149847, 'sadness': 0.027522935779816515, 'disgust': 0.012232415902140673, 'joy': 0.12232415902140673, 'anticipation': 0.15902140672782875}","{'positive': 0.02956427884276963, 'negative': 0.016674878966345216, 'anticipation': 0.02091398984803336, 'joy': 0.04048272679634278, 'fear': 0.020069296166811364, 'trust': 0.02642014125155448, 'sadness': 0.01851286984678195, 'disgust': 0.018458121182258307, 'surprise': 0.026357571349241722, 'anger': 0.010894984240205859}",0.022834885849034463
"{'fear': 0.08936170212765958, 'anger': 0.0851063829787234, 'trust': 0.12340425531914893, 'surprise': 0.05531914893617021, 'positive': 0.19148936170212766, 'negative': 0.09787234042553192, 'sadness': 0.04680851063829787, 'disgust': 0.0425531914893617, 'joy': 0.0851063829787234, 'anticipation': 0.1829787234042553}","{'fear': 0.06440677966101695, 'anger': 0.06779661016949153, 'trust': 0.13728813559322034, 'surprise': 0.04915254237288136, 'positive': 0.25, 'negative': 0.10338983050847457, 'sadness': 0.03983050847457627, 'disgust': 0.030508474576271188, 'joy': 0.1016949152542373, 'anticipation': 0.15593220338983052}","{'positive': 0.05851063829787234, 'negative': 0.005517490082942653, 'anticipation': 0.027046520014424785, 'joy': 0.016588532275513893, 'fear': 0.02495492246664263, 'trust': 0.013883880274071406, 'sadness': 0.006978002163721603, 'disgust': 0.012044716913090513, 'surprise': 0.006166606563288851, 'anger': 0.017309772809231877}",0.018900108186080053
"{'fear': 0.08968609865470852, 'anger': 0.09417040358744394, 'trust': 0.08520179372197309, 'surprise': 0.04484304932735426, 'positive': 0.16591928251121077, 'negative': 0.13452914798206278, 'sadness': 0.09865470852017937, 'disgust': 0.04484304932735426, 'joy': 0.08071748878923767, 'anticipation': 0.16143497757847533}","{'fear': 0.05588822355289421, 'anger': 0.06187624750499002, 'trust': 0.1157684630738523, 'surprise': 0.05189620758483034, 'positive': 0.23952095808383234, 'negative': 0.10179640718562874, 'sadness': 0.059880239520958084, 'disgust': 0.029940119760479042, 'joy': 0.09780439121756487, 'anticipation': 0.18562874251497005}","{'positive': 0.07360167557262157, 'negative': 0.03273274079643404, 'anticipation': 0.02419376493649472, 'joy': 0.017086902428327208, 'fear': 0.033797875101814305, 'trust': 0.03056666935187921, 'sadness': 0.03877446899922128, 'disgust': 0.014902929566875216, 'surprise': 0.007053158257476079, 'anger': 0.03229415608245392}",0.030500434109359764
"{'fear': 0.07657657657657657, 'anger': 0.08558558558558559, 'trust': 0.13513513513513514, 'surprise': 0.04504504504504504, 'positive': 0.21621621621621623, 'negative': 0.0945945945945946, 'sadness': 0.03153153153153153, 'disgust': 0.036036036036036036, 'joy': 0.0945945945945946, 'anticipation': 0.18468468468468469}","{'fear': 0.0691358024691358, 'anger': 0.07160493827160494, 'trust': 0.14074074074074075, 'surprise': 0.05185185185185185, 'positive': 0.2345679012345679, 'negative': 0.08888888888888889, 'sadness': 0.0345679012345679, 'disgust': 0.027160493827160494, 'joy': 0.0962962962962963, 'anticipation': 0.18518518518518517}","{'positive': 0.01835168501835166, 'negative': 0.0057057057057057076, 'anticipation': 0.0005005005005004892, 'joy': 0.0017017017017016967, 'fear': 0.007440774107440776, 'trust': 0.005605605605605607, 'sadness': 0.0030363697030363693, 'disgust': 0.008875542208875542, 'surprise': 0.0068068068068068074, 'anger': 0.013980647313980646}",0.00720053386720053
"{'fear': 0.043795620437956206, 'anger': 0.12408759124087591, 'trust': 0.13138686131386862, 'surprise': 0.043795620437956206, 'positive': 0.15328467153284672, 'negative': 0.16058394160583941, 'sadness': 0.029197080291970802, 'disgust': 0.0948905109489051, 'joy': 0.10218978102189781, 'anticipation': 0.11678832116788321}","{'fear': 0.05344827586206897, 'anger': 0.05172413793103448, 'trust': 0.1456896551724138, 'surprise': 0.052586206896551725, 'positive': 0.253448275862069, 'negative': 0.0706896551724138, 'sadness': 0.026724137931034484, 'disgust': 0.03017241379310345, 'joy': 0.1146551724137931, 'anticipation': 0.20086206896551725}","{'positive': 0.10016360432922225, 'negative': 0.08989428643342562, 'anticipation': 0.08407374779763405, 'joy': 0.012465391391895286, 'fear': 0.009652655424112762, 'trust': 0.014302793858545187, 'sadness': 0.002472942360936318, 'disgust': 0.06471809715580165, 'surprise': 0.008790586458595519, 'anger': 0.07236345330984142}",0.045889755852001
"{'fear': 0.09411764705882353, 'anger': 0.11764705882352941, 'trust': 0.1411764705882353, 'surprise': 0.023529411764705882, 'positive': 0.2823529411764706, 'negative': 0.09411764705882353, 'sadness': 0.07058823529411765, 'disgust': 0.011764705882352941, 'joy': 0.0, 'anticipation': 0.16470588235294117}","{'fear': 0.031055900621118012, 'anger': 0.016563146997929608, 'trust': 0.21014492753623187, 'surprise': 0.049689440993788817, 'positive': 0.32298136645962733, 'negative': 0.043478260869565216, 'sadness': 0.021739130434782608, 'disgust': 0.010351966873706004, 'joy': 0.11801242236024845, 'anticipation': 0.17598343685300208}","{'positive': 0.040628425283156744, 'negative': 0.05063938618925831, 'anticipation': 0.011277554500060905, 'joy': 0.11801242236024845, 'fear': 0.06306174643770551, 'trust': 0.06896845694799658, 'sadness': 0.04884910485933504, 'disgust': 0.001412739008646937, 'surprise': 0.026160029229082934, 'anger': 0.10108391182559981}",0.05300937766410911
"{'fear': 0.07142857142857142, 'anger': 0.05, 'trust': 0.17857142857142858, 'surprise': 0.05, 'positive': 0.2714285714285714, 'negative': 0.12857142857142856, 'sadness': 0.05714285714285714, 'disgust': 0.04285714285714286, 'joy': 0.07142857142857142, 'anticipation': 0.07857142857142857}","{'fear': 0.05988857938718663, 'anger': 0.04874651810584958, 'trust': 0.16573816155988857, 'surprise': 0.06545961002785515, 'positive': 0.22701949860724233, 'negative': 0.09610027855153204, 'sadness': 0.036211699164345405, 'disgust': 0.025069637883008356, 'joy': 0.10306406685236769, 'anticipation': 0.17270194986072424}","{'positive': 0.04440907282132908, 'negative': 0.03247115001989652, 'anticipation': 0.09413052128929567, 'joy': 0.03163549542379626, 'fear': 0.011539992041384797, 'trust': 0.01283326701154, 'sadness': 0.020931157978511736, 'disgust': 0.0177875049741345, 'surprise': 0.015459610027855147, 'anger': 0.001253481894150421}",0.028245125348189414
